	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010|ANAC001	160.783496982878	0.694421961416228	0.207872677837138	3.3406119969277	0.000835939572739379	0.0080500943318225
AT1G01020|ARV1	202.75151330965	-0.146108954498463	0.21245948122936	-0.687702679367516	0.491640032382502	0.741053706387063
AT1G01040|DCL1	1275.38621453923	0.0115214825430958	0.078847945507719	0.146122799635507	0.883824448088167	0.959235785106216
AT1G01046|MIR838A	6.69794384124266	-0.309278932774878	0.567279680973064	-0.54519656379084	0.585618334587866	0.807456011545028
AT1G01060|LHY	357.651317497099	-0.3720608487308	0.239361931869886	-1.55438605389034	0.120092357815629	0.332279796892529
AT1G01100|AT1G01100	2563.06488802645	-0.0713282964147725	0.111344833909705	-0.640607147275606	0.521777954753228	0.761923665387143
AT1G01110|IQD18	58.0656073658826	0.0205246311000508	0.211409457981878	0.0970847345051615	0.922659103690144	0.972016856007213
AT1G01130|AT1G01130	13.5920350947337	-0.904264775791575	0.498431866882161	-1.81421942671527	0.0696439504597667	0.233628055929948
AT1G01150|AT1G01150	3.68263264877147	0.0942273382668779	1.63674003217214	0.0575701311232838	0.954091042109145	0.983815446665917
AT1G01190|CYP78A8	13.3811267274903	0.382993328526039	0.43920179625985	0.872021316368761	0.383196748776094	0.651139963097386
AT1G01030|NGA3	126.681692817285	-0.307248397176205	0.230794725242816	-1.33126264845504	0.183102603834395	0.432517761255324
AT1G01050|AtPPa1	2060.17612786005	0.033517604315276	0.0996526645321647	0.336344286152606	0.736611257658146	0.892607358556707
AT1G01070|AT1G01070	78.4511288760827	0.14357214693208	0.231292969789312	0.620737184804457	0.534772559050678	0.77116274215982
AT1G01080|AT1G01080	2716.99921957443	-0.220407492750733	0.0917842350447621	-2.40136547026015	0.0163340138400857	0.0839040145663421
AT1G01090|PDH-E1 ALPHA	5303.88142023668	-0.028396481476888	0.0613422730767107	-0.462918637549951	0.643422687789519	0.841446161484484
AT1G01120|KCS1	1737.91351275957	-0.0609498955321339	0.100564198069951	-0.606079466668026	0.544461985252526	0.778954752216523
