	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010|ANAC001	165.241304702082	0.691280401809433	0.21917608997424	3.15399550147409	0.0016105156836697	0.00621421297626861
AT1G01020|ARV1	206.577744962251	-0.1742290889298	0.224551964565501	-0.775896524739501	0.437810084734802	0.574847099228087
AT1G01040|DCL1	1358.33293249268	0.108266626758718	0.0768545185026869	1.4087216843982	0.158917480383805	0.270300068316272
AT1G01046|MIR838A	8.02590568371977	0.17992085000127	0.554842335030819	0.324273831756685	0.745730729432657	0.830701666704569
AT1G01060|LHY	393.569967722435	-0.164179515453159	0.315947404539408	-0.519641918541796	0.603313175740276	0.717809612170257
AT1G01100|AT1G01100	2282.52238075755	-0.538076782651708	0.155714896382085	-3.45552541955526	0.000549221401575057	0.00246890988361597
AT1G01110|IQD18	64.5652792060089	0.221614214563611	0.23170383677477	0.956454660606389	0.338842580330586	0.477213987501316
AT1G01130|AT1G01130	14.8217606836627	-0.633857860048348	0.421711037208908	-1.50306205937491	0.132823041427023	0.235228674238145
AT1G01150|AT1G01150	1.84174257537336	-4.51171326294332	2.80753549665674	-1.60700132493995	0.108054077461913	0.200399330180462
AT1G01190|CYP78A8	10.2666283198703	-0.488074608545633	0.479634649363944	-1.01759664192919	0.308869683869034	0.44540124199308
AT1G01030|NGA3	106.574049005672	-1.07492319648306	0.234328031753686	-4.5872582483557	4.49105008663996e-06	3.59464107372149e-05
AT1G01050|AtPPa1	2178.75408598741	0.108999617917529	0.0990916742582533	1.09998765015771	0.271337502809373	0.40423250217997
AT1G01070|AT1G01070	118.260424636712	1.05353097471806	0.20836355833115	5.05621512300966	4.27658910262705e-07	4.44445595672202e-06
AT1G01080|AT1G01080	2479.54865301155	-0.626479125369628	0.120523521363839	-5.1979822550853	2.01463354723042e-07	2.27059956516653e-06
AT1G01090|PDH-E1 ALPHA	4880.35837282503	-0.376682157818481	0.114725798539557	-3.28332565659678	0.00102590079108918	0.0042155440517243
