	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010	156.793772208075	0.695145471107043	0.217382774376925	3.19779464173052	0.00138482859680539	0.0190105484174434
AT1G03987	4.59428365141458	-0.703549596468766	0.757451514505831	-0.928837797529217	0.352973152890802	0.709864383938012
AT1G01020	237.821160429482	-0.0397572853830448	0.289694704342661	-0.137238564554561	0.890842229175476	0.971021925642207
AT1G01040	1213.44785879519	-0.0144430916909585	0.1086111242415	-0.132979856270007	0.894209311367048	0.972147343824004
AT1G01046	5.73487587658741	-0.270137016326742	0.764731237965777	-0.353244385629283	0.723905235043393	0.913548355186581
AT1G01050	1942.11895677979	-0.0279156799830419	0.111362365155345	-0.250674273522305	0.802065952474191	0.942029856275777
AT1G01060	349.849587484197	-0.254708650795022	0.409996241237497	-0.621246307103283	0.534437575466933	0.830651743373697
AT1G01100	2499.12622410128	0.0392875730928666	0.236444409663077	0.16615987304944	0.868031137077191	0.964387702116447
AT1G01110	56.5478533799096	0.0300744854132686	0.23056245845159	0.130439645791612	0.896218601710975	0.972371456298051
AT1G01130	32.3638729942824	-0.449506393935662	0.320810573930312	-1.40115828611468	0.161166745133907	0.494105815856963
AT1G01150	5.02477147689841	-0.142635086879963	1.05339617286113	-0.135404979204122	0.892291687554766	0.971695089522908
AT1G01160	644.963586371268	-0.00010915384103474	0.105450053653749	-0.00103512361779495	0.99917409099433	0.999672911195152
AT1G08765	18.5378723775723	-0.242801654712412	0.417186943724417	-0.581997251747171	0.56056853203594	0.843962877262041
AT1G01190	12.89344534634	0.261995290392002	0.466594617834238	0.561505170394139	0.574453206600951	0.850996015057108
AT1G01200	21.3659971106121	-0.694451361172355	0.4336148657728	-1.60153955961515	0.109257465368573	0.403276823124704
AT1G01210	350.159688842646	-0.038845476415097	0.125079825586738	-0.31056548274573	0.756130971181938	0.924596591962038
AT1G04017	0	NA	NA	NA	NA	1
AT1G01240	634.420250050024	-0.302474302740423	0.162164069925287	-1.86523625658742	0.0621482955683395	0.29298342299652
AT1G01030	127.750956436131	-0.173861872925948	0.215585343492334	-0.806464252669061	0.419975211862443	0.76181784313615
AT1G01070	77.0298075141234	0.180460688666638	0.2259151331916	0.79879858474814	0.424407211318367	0.764296786856293
AT1G01080	2425.31646980093	-0.0360950955331516	0.128733924954829	-0.280385263991734	0.779181941455058	0.933806522036272
AT1G01090	4865.27070845575	-0.157110722035631	0.0835317924544967	-1.88084940379097	0.059992407509975	0.287350467992138
AT1G01120	1756.66662043013	0.0941872401373175	0.118607544924435	0.794108336002778	0.427132365135999	0.766466801057472
AT1G01140	1739.69955012621	0.194423719520012	0.127355848287304	1.52661791456493	0.126856049683485	0.436824542611714
AT1G04007	30.7738763488532	-0.282972285389233	0.337959614918712	-0.83729615284742	0.402426121213075	0.748168327122538
AT1G01180	198.509323132262	0.318323895215523	0.145976313498381	2.18065443349515	0.0292089857232586	0.18146842198111
AT1G01170	2196.16561308466	0.0841583787456862	0.14829422178727	0.567509493838624	0.570368078267082	0.848707908686434
AT1G01220	1009.10530200969	-0.0159179213528334	0.0758888620593079	-0.209753064163663	0.833860407439205	0.952344941357202
AT1G01225	62.7114862357933	-0.484749480707599	0.187383874300031	-2.5869327471127	0.00968344901730929	0.0842437786632402
AT1G01230	656.913347405716	0.055765584106828	0.109187789499629	0.510730955928156	0.60953946142976	0.867247903717795
AT1G01260	231.366515970776	0.0921445848253002	0.323514706618942	0.284823480787952	0.775779381930277	0.932268538668532
AT1G01290	400.282897697513	-0.0820567659677633	0.120866378926119	-0.678904809565956	0.497198178100275	0.812749322439205
AT1G01300	1282.98913195467	0.187244250830197	0.103736623014375	1.80499659030012	0.0710752155969532	0.316840527734453
AT1G01250	247.005874890187	-0.953616106802088	0.24197291292334	-3.94100354159974	8.11414280401401e-05	0.00184286072152426
AT1G01610	1468.07864982917	0.115753118955312	0.0897435582634554	1.28982092080082	0.197112842384294	0.543479557766102
AT1G01320	17934.8169924434	-0.145160242294137	0.0988372588763455	-1.4686793618563	0.141919777804467	0.461243744146404
AT1G01340	108.798712147921	1.28600103983467	0.230565622098259	5.57759230596235	2.43870385473259e-08	1.23312414903227e-06
AT1G01370	70.9498386448685	-0.156411607289414	0.195643687982208	-0.799471779041692	0.424016904124076	0.764033891758007
AT1G01380	15.1072004989519	0.205838173483055	0.387131889518916	0.531700381848799	0.594933527425599	0.861303093333823
AT1G01448	371.485935950866	-0.163027189235443	0.10988230658548	-1.4836527763332	0.137901060431081	0.455236019223164
AT1G01480	43.2494076895546	1.93173738509399	0.550545471826273	3.50876990902498	0.000450184185968484	0.00765684332491675
