	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010|ANAC001	169.145162989889	0.804757850666564	0.256502197082084	3.13743063342663	0.00170435597837417	0.00610771746957896
AT1G01020|ARV1	199.819644117673	-0.199044378508618	0.242469780331285	-0.820903859592996	0.411701032449049	0.562708394041474
AT1G01040|DCL1	1174.85096193409	-0.242282818104617	0.160814778069724	-1.50659548216129	0.131914376146139	0.243974150423244
AT1G01046|MIR838A	6.69071154221725	-0.287210893732239	0.759444597942083	-0.378185445667153	0.705292836663096	0.807866139145023
AT1G01060|LHY	482.322042287135	0.467271844545631	0.464283405055203	1.0064366709167	0.314205560967725	0.465123694654941
AT1G01100|AT1G01100	2364.13555297344	-0.331974929311206	0.206901427151672	-1.60450768214299	0.108602192497859	0.209664695026081
AT1G01110|IQD18	47.4396112575022	-0.632727881465733	0.643304856075884	-0.983558379032502	0.325332697977644	0.476534776470166
AT1G01130|AT1G01130	21.2222367193664	0.462007259775555	0.577003270225304	0.800701284752085	0.423304598617568	0.573607300970866
AT1G01150|AT1G01150	1.79168070106031	-4.44623991446707	3.04758729263576	-1.45893767348717	0.144582262876286	0.261481102640072
AT1G01190|CYP78A8	9.54227863897939	-0.621250562905893	0.633743878216486	-0.980286491530692	0.326944720850308	0.478319755051073
AT1G01030|NGA3	86.231912560124	-2.14316368479529	0.585082305751445	-3.66301230395737	0.000249266560686211	0.00109608171199874
AT1G01050|AtPPa1	1975.46641373983	-0.0961753740781133	0.20094819801287	-0.478607795586968	0.632217671466874	0.752855307509876
AT1G01070|AT1G01070	121.054850401859	1.15382114724456	0.227301099208193	5.07617935533051	3.85099803560581e-07	2.80836694465955e-06
AT1G01080|AT1G01080	2146.92872245338	-1.10573648667537	0.0978799220053529	-11.2968672636958	1.35982765717522e-29	8.43054625418687e-28
AT1G01090|PDH-E1 ALPHA	4481.76432252286	-0.581933111970295	0.114344364819363	-5.08930293932378	3.59382101685445e-07	2.63751753701743e-06
AT1G01120|KCS1	1446.36913779225	-0.677127117507726	0.198385425015871	-3.41318984221525	0.000642071978839221	0.00257169569123286
AT1G01140|CIPK9	1699.69067489825	-0.0352538100781648	0.107162915002403	-0.328973974600955	0.742175359425303	0.833761497922219
AT1G01160|GIF2	880.277519498257	0.847924835381953	0.31795290762864	2.66682522800611	0.00765714797350912	0.0229211713035491
AT1G01170|AT1G01170	2047.94996509115	-0.291291611578759	0.200467273497364	-1.45306316835097	0.146206216150364	0.263655491137996
AT1G01180|AT1G01180	188.606557997555	0.0567631307926742	0.242932255908124	0.233658270617393	0.815250286222797	0.884744248437266
AT1G01210|AT1G01210	294.449760528513	0.037515770256191	0.137819311323073	0.272209822382927	0.785460689744295	0.863418915819674
AT1G01220|FKGP	940.737713472637	-0.343991740039149	0.0927091980155007	-3.71043809462827	0.000206900887991502	0.000925408938012267
AT1G01225|AT1G01225	58.1339176539743	-0.882426021246169	0.67465689250836	-1.30796265634422	0.190885975828744	0.322432558130485
